type,char,group,def,pinyin
嚴式,嫑,"官,晉,吳,徽",“不要”的合音，表示禁止或勸阻,萬榮=piɑu˥˩;南通=piɤ˦˨，pie˦˨;烏魯木齊=pɤ;西安=pɑu˨˩;忻州=piɔ˥˧;長治=piɔ;杭州=piɔ˥;績溪=pie˧˥;歙縣=piɤ;黟縣=piu;深州=piau˥˧
嚴式,,官,蓋,南通=k ̕ʊ ̃˥
嚴式,睭,閩,眼珠,廈門=ʦiu˨˦;建甌=ʦiu
嚴式,,閩,歪斜,建甌=ŋe˧
嚴式,,閩,爬起來；攀登,廈門=peʔ˩
嚴式,𧋓,客,䗧～：蚌,梅縣=k ̕au˥˨
嚴式,嗰,粵,指示代詞。表遠指，相當於“那”：～隻貓,廣州=kɔ˧˥;東莞=kɔ˧˥
嚴式,,官,“哪 ”合音，表示怎樣；怎麼：～子,柳州=nɐn
嚴式,,贛,用嘴倒吸涼氣（多由於吃了辣的食物）,萍乡=ʂɔ˩˧
嚴式,,晉,“這塊”的合音，指示比較近的人或事物,太原=ʦai˥˧，ʦai˦˥
嚴式,,"官,平",1 ①水波晃動；②把東西放在水裏擺動；③把水放在器物裏搖動，把器物衝洗乾凈：～碗；④漱：～口；⑤水漸漸往上淹,南寧=laŋ˨˦;柳州=lɑŋ
嚴式,,官,2 ～個：疑問代詞。怎麼,成都=naŋ˥˧
嚴式,蜀,閩,一,福州=so˨˩
嚴式,,徽,关鷄的竹器,浮梁=ʨ ̕iəu˨˦
嚴式,,閩,你，單數第二人稱代詞,邵武=xien˥
嚴式,,官,～飵兒：①餃子；②疙瘩狀、塊狀的東西,牟平=ku˥˩
嚴式,,吳,副詞。不要，別,寧波=fe˥˧;上海=viɔ˨˧;蘇州=fiæ˥˩˨;溫州=fai˧;金華=fɑu˥
嚴式,𠨣,粵,難看,廣州=tɐu˥˧
嚴式,,吳,給人輕易可得的好處,寧波=t ̕io˧˥
嚴式,,官,輕輕地震動；擺動：～動,南通=seŋ˨˩˧
嚴式,,閩,腹股溝淋巴結腫,雷州=k ̕i˩
嚴式,,吳,又癢又痛的感覺,溫州=sɿ˧
嚴式,㾩,吳,一種皮膚病,溫州=ka˧
嚴式,䇎,客,惡作劇，讓人難堪的調皮,長汀=ʦ ̕io˨
嚴式,,客,不正，歪斜,連城=fe˧˩
嚴式,滘,粵,①小河的拐彎處；②多用做地名：橫～,廣州=kau˧;東莞=kau˧˨
嚴式,愴,官,為“廚房”的合音詞。用於日常口語,蘭州=pf ̕ɔŋ˩˧
嚴式,,吳,香煙的計量單位,溫州=poŋ˦˨
嚴式,,官,打；揍,柳州=sɑ˧˩
嚴式,,客,生小孩,梅縣=kiuŋ˥˧
嚴式,,湘,～～：祖母,婁底=nẽ˦
嚴式,,"官,平",毛綫,柳州=lɑŋ˦;南寧=laŋ˥˧
嚴式,,官,（用尺、升、斗）量,成都=in
嚴式,䞰,客,跑,梅縣=ʦ ̕iak˩
嚴式,,客,蹲,梅縣=pu˦
嚴式,,客,番～：①藤本植物；②這種植物的塊根,于都=kuɐ˧
嚴式,,官,①把蓋在上面的東西拿起；②翻,南通=ɕiɤ˨˩
嚴式,,閩,①舀子；②舀東西,雷州=t ̕am˨˦
嚴式,墚,晉,條狀的黃土山崗,太原=liɒɐ̃˩
嚴式,㨳,閩,搛,福州=kieʔ˨˦
嚴式,,官,量詞。用於計田畝，為二十五市畝,南通=t ̕iɤ˨˩˧
嚴式,,閩,小土山,建甌=py˧
嚴式,䎺,粵,願意，肯：你～唔～？,廣州=ʦɐi˧
嚴式,,閩,闭着眼,海口=xe˥
嚴式,䁍,吳,眼球陷進眼裏,溫州=k ̕a˦˨
嚴式,,吳,吞咽,溫州=ku
嚴式,嘜,粵,①牌子，商標；②相貌；③記號；④盯著：佢畀人～住,廣州=mak˥
嚴式,踎,"官,閩,粵,平",①用腳涂去地上的痕跡等；②腳跛的樣子；③蹲,柳州=pɐu˦;雷州=p ̕ai˨˦;廣州=mɐu˥;南寧=məu˥˧
嚴式,蜾,官,“給我”的合音詞,蘭州=kuɤ˦
嚴式,,閩,海中一種的軟體動物，外形像蛤,福州=nieŋ˥˧
嚴式,嘢,"粵,平",①東西，物件；②事情，事兒，工作；③指人（貶義），相當於“家伙”或“東西”；④量詞。下兒；⑤姿態：扮～（裝模作樣）；⑥想法，心事,廣州=iɛ˨˧;東莞=zø˩˧;南寧=ŋe˨˦
嚴式,嘓,吳,①漱口；②语氣助詞,杭州=koʔ˥;蘇州=kuəʔ˥;上海=koʔ˨˧
嚴式,嘥,粵,浪費；糟蹋,東莞=sai˨˩˧
嚴式,嘚,"官,客",①吆喝騾馬等牲口開步走或加快步伐的口令；②表陳述語氣或疑問語氣,濟南=tə˨˩;銀川=tɛ˥˧;烏魯木齊=tei˥˩;于都=•te
嚴式,嘦,"吳,粵",“只要”的合音,杭州=ʨiɔ˥;蘇州=ʨiæ˥˩˨;廣州=ʦiu˧
嚴式,噉,粵,①這樣，這麼著；②那麼,廣州=kɐm˧˥
嚴式,,吳,降價；便宜,杭州=ʥiaŋ˩˧;上海=ʥiã˨˧;蘇州=ʥiã˩˧
嚴式,,官,租：～田,柳州=lɑŋ˨˦
嚴式,,吳,將浓稠物加水攪稀、攪勻,溫州=ʨ ̕y˦˨
嚴式,,閩,釘耙,雷州=niau˥
嚴式,𢆡,"粵,閩,客,贛",①乳房；②乳汁；③胸肌，肋間肌,廣州=nin˥;鉛山=nien˨;柳州=nián;海口=nin˧˥;福州=nɛiŋ˧，nɛiŋ˥˧;建甌=naiŋ˧;北流=nen˦;容縣=nen˧;博白=nen˦
嚴式,,官,喂食物到別人嘴裏（一般用於小孩）,四川=maN˩
嚴式,餎,晉,～～：一種麵食,太原=xɤ˩
嚴式,,官,倒～子：倒胃口；敗興,柳州=ɕy˨˦
嚴式,㾵,官,胎～：嬰兒皮膚上生下來就有的深色斑,南通=ʨi˦˨
嚴式,,客,疲乏,長汀=tɕ ̕ie˦˩
嚴式,漯,平,水渠：水～,興安=lei˦˩
嚴式,,吳,黏稠：今朝個粥～得來,無錫=ȵi˨˩˧，ȵi˧˩
嚴式,,閩,外套；大衣,廈門=k̕ut˥
嚴式,,吳,鳥獸被淋濕後毛或羽毛貼在身上,溫州=i
嚴式,䎒,吳,上下或左右顛動,溫州=ʦa˧˥
嚴式,,吳,（植株）枯萎,溫州=iau˧˥
嚴式,,平,①魚～：養魚苗的網，很密；②用網攔或兜魚苗：～魚花,南寧=ɬe˥˧
嚴式,擏,粵,動作輕,廣州=keŋ˨˧
嚴式,,官,①刺，殺；②剔,柳州=ʦ ̕ẽ˦
嚴式,駔,官,“早上”的合音詞：昨～比今～冷,蘭州=ʦɔŋ˦
嚴式,趞,客,①走得很快，雀躍；②由高而低疾飛或急跳,梅縣=ʦ ̕iok˨，ʦ ̕iok˩
嚴式,,贛,排行最小的,萍乡=mã˧˥
嚴式,㩆,客,往上抓後向下用力,新丰=ʦiu˧˩
嚴式,,閩,瓜類蔬菜,福州=ŋuoʔ˥
嚴式,,閩,“莫用”的合音字，表示否定,廈門=bɔŋ˧˥
嚴式,,閩,“相同”的合音，表示一樣,廈門=siaŋ˧˥
嚴式,,官,硌,柳州=ŋɐn˦
嚴式,,官,①看；②留意；監視,南通=mo˥
嚴式,,官,騙,徐州=tʂuæ˥˩
嚴式,,吳,行動艱難,上海=t ̕ᴇ
嚴式,,閩,～：一種昆蟲,雷州=kek˥，kau˨˦
嚴式,,閩,一種蛙,雷州=kau˧
嚴式,,閩,太阳移動,福州=sie˧
嚴式,,官,“沒曾”[mɐi˨˦ ʦ ̕ɐn˧˩] 的合音,柳州=mɐn˨˦
嚴式,𬙒,湘,湯～：炖肉用的砂罐,婁底=ue˦
嚴式,儂,"閩,平",1 ①人；②指人的身體或意識；③別人；④自稱“我”,福州=nøyŋ˥˧;廈門=laN˨˦;漳平=laN˨;富川=no˧˩
嚴式,儂,吳,2 你,金華=noŋ;寧波=nəu˨˩˧;上海=noŋ˨˧
嚴式,躼,閩,身材高,廈門=lo˨˩;雷州=nɔ˧˩，lɔ˧˩
嚴式,,官,兒童用語，稱肉或豬肉為～～,柳州=ka
嚴式,䛬,官,說話咬字不清,南通=tiɤ˨˩
嚴式,,吳,糯米蒸熟後搗碎做成掌心大的扁圓塊兒，無餡,寧波=k ̕uɐɪ˦
嚴式,,官,用白水慢火煮（肉）,哈爾濱=jin˧
嚴式,,閩,引火的松木的節或松脂块儿,福州=lɛiʔ˥
嚴式,,閩,蒙住，罩下,建甌=maŋ˥˧
嚴式,,閩,①弟或妹的背稱；②排行最小的,海口=xiaŋ;雷州=ʦ ̕iaŋ
嚴式,,閩,没于水中,福州=køyʔ˨˦
嚴式,,粵,留海，女子前額垂下的短髪,廣州=iɐm˧˩
嚴式,,閩,廚房裏的木架,建甌=xɔŋ˥
嚴式,,閩,旋轉,建甌=mi˧
嚴式,,晉,泥不～：灶臺下面放煤泥的坑,交城=ʦ ̕aʔ
嚴式,䁪,粵,眨眼,廣州=ʦɐm˧
嚴式,𥊙,粵,偷看，窺視,廣州=ʦoŋ˥
嚴式,,官,①蹲；②待，停留；③居住,柳州=mɐu˦
嚴式,𨂾,"平,粵",跨；邁過,南寧=nam˥;廣州=nɐm˧
嚴式,𨂽,粵,蹬；用腳踏地,廣州=tam˨
嚴式,㗼,粵,口～～：喋喋不休，說個不停,廣州=ŋɐp˥
嚴式,,湘,一種罎子，口徑較一般小,長沙=t̕a˨˦
嚴式,膶,"官,粵",動物的肝臟,柳州=ʦ ̕uæ˨˦;廣州=iøn˨;東莞=zɐn˧˩
嚴式,㬟,"閩,吳,平",“勿曾”的合音，沒有；不曾,雷州=meŋ˧;蘇州=fən˥;南寧=məŋ˨˩
嚴式,糒,閩,乾飯,雷州=pui˨˦
嚴式,,閩,用米蒸熟做的食品,福州=si˥˧
嚴式,,湘,把粉末狀的東西撒在物體表面,婁底=ni˩
嚴式,,閩,大小便失禁,建甌=ʦuɛ˧
嚴式,,吳,①放在口中品嘗味道；②嘴裏吃滿：～仔一嘴，吃相難看得來,杭州=taʔ˥;無錫=ʦaʔ˥
嚴式,,閩,内衣,福州=louŋ˧
嚴式,,吳,①妻子，敘稱；②指已婚婦女,寧波=ȵyoŋ˨˦
嚴式,㩝,"閩,湘","①耍賴；②做,對付（用於較難應付的事）",廈門=ko˧˥;婁底=ɣɤ˩˧
嚴式,,官,量詞。一大捆稻、麥和柴草等,南通=p ̕ɤ˦˨
嚴式,,閩,独眼,雷州=taŋ˥
嚴式,,閩,站起來,雷州=kɔŋ˥
嚴式,,官,～蝲：蛐蛐的俗稱,柳州=ka
嚴式,蟅,客,黄～：蟑螂,梅縣=ʦ ̕at˥
嚴式,䗧,客,～ ：蚌,梅縣=k ̕oŋ˦
嚴式,嬲,平,1 恨：你冇～渠,南寧=nəu˥˧
嚴式,嬲,客,2 休息,梅縣=liau˥˧;連城=luə˩;新丰=liau˧˩
嚴式,嬲,吳,3 ①難分難捨，互相戲纏；②亂糾纏,寧波=na˨˩˧;上海=ȵiɔ˨˧;溫州=ȵiɛ˨˦
嚴式,嚉,官,彼此所欠賬目相互抵銷,柳州=tɐi
嚴式,𡃴,粵,一䭰～：一股子氣味，多用於貶義,廣州=ʦ ̕øy˧˩
嚴式,,晉,和泥用的麥草,吳堡=ʐie˥˧;應縣=zɛ̃˧
嚴式,䉂,客,一種竹器,梅縣=lui˧˩
嚴式,,吳,屈腿；盤腿,上海=bø˨˧
嚴式,,閩,鐵製的小鈀子,雷州=niau˥
嚴式,餸,粵,①菜肴；②泛指蔬菜、肉類等,廣州=soŋ˧;東莞=soŋ˧˨
嚴式,,"閩,吳",①“勿會”的合音詞；不會；②不，表不情願；③在反復問句句末，表示否定兼帶一點疑問語氣,廈門=bue˩;福州=mɛ;建甌=mai˦˨;寧波=vɐɪ˨˦;上海=vᴇ˨˧
嚴式,,閩,“伓爱”的合音，相當于“別”或“不喜欢”,廈門=mãi˨˩
嚴式,,閩,動物或人的叫罵聲,福州=ŋau˥
嚴式,,"官,平",～子：一種旱地糧食植物，穀子似小米,柳州=ʦ ̕ã;東安=ʦ ̕a˥
嚴式,𪒬,"官,平,粵,客",①（飯）糊了，燒焦了；②衣服等經火變黃、變黑,柳州=noŋ˦;南寧=nøŋ˥˧;廣州=noŋ˥˧;北流=nuŋ˦;容縣=nuŋ˧;博白=nuŋ˦
嚴式,㩤,"平,吳",①掀起，往上揚、翻起：挾菜莫～來～去；②用手揮灑液體或粉末等,临桂=fu˥˧;寧波=fu˥˧
嚴式,,吳,急行的樣子,上海=ʦoŋ˥˧
嚴式,藭,粵,用於連貫起來又呈團狀的東西：一～葡提子（葡萄）,東莞=k ̕oŋ˨˩
嚴式,,官,動物發情,柳州=fe˨˦
嚴式,,官,瞅,銀川=ʦ ̕u˥˧
嚴式,,閩,近指代詞“这”,建甌=iɔŋ˨˦
嚴式,,閩,（昆蟲或小孩等）爬行,雷州=niau˩
嚴式,,官,～兒：①文蛤的俗稱；②文蛤的殼子,南通=ŋa˨˩˧
嚴式,嚟,粵,快,東莞=ŋui˨˩
嚴式,奰,晉,～牛米地：形容穀穗等飽滿,交城=piaʔ˩
嚴式,,閩,笋殼,福州=t ̕i˥˧
嚴式,,官,差勁：～拐,柳州=læ
嚴式,鼪,徽,黄～：黄鼠狼,歙縣=ɕin˥˩
嚴式,儱,客,聰明,于都=ləŋ˦
嚴式,,粵,欺騙,東莞=ʦ ̕ɐk˨
嚴式,𫥝,閩,冷，凉,福州=ʦ ̕ɛiŋ˨˩˨
嚴式,,官,①黏稠；②黏合,柳州=niɑ˦
嚴式,,客,把飯菜重新烧热,長汀=vo˨˦
嚴式,,吳,食物置於鍋中，用微火輕輕炒製,寧波=koʔ˥
嚴式,,閩,①憎恨；②喜爱,雷州=lɛu˧˩
嚴式,繐,官,～子：用絲綫、布條或紙條等紥成的、掛起來往下垂的裝飾品,西安=ɕy˦
嚴式,㩭,吳,搗亂,上海=ʑi ˨˧
嚴式,,閩,豬叫聲,福州=uaʔ˨˦
嚴式,齘,官,～牙：睡覺時磨牙,南通=kɑʔ˦
嚴式,,官,用在祈使句末，表示催促對方行動，並有不耐煩或譏諷語氣,南京=•ʂae
嚴式,,吳,發腫,溫州=gaŋ˨˦
嚴式,,閩,（跪著）拜,福州=k ̕uoi˧
嚴式,䥕,官,～子鍋：過去燒鹽用的敞口鍋，今指炒菜用的大口鍋,南通=p ̕iʔ˦
嚴式,,官,～飯：詈辭。指人嘴饞貪吃,南通=ʦʌŋ˥
嚴式,㿓,客,身體某部位被夾傷,梅縣=k ̕ap˥
嚴式,癠,湘,～唧：男孩子,新化=ʨi˨˦
嚴式,,閩,一種糯米做的食品,雷州=I˥
嚴式,,吳,“阿曾”的合音詞，發問詞“可曾”,蘇州=ã˥
嚴式,䰉,吳,女子頭髮臥髻,上海=bø˨˧
嚴式,櫶,平,常綠喬木,南寧=hyn˥
嚴式,䶗,晉,～瓜子：嗑瓜子,長治=k ̕uə˦
嚴式,嚿,"官,粵",量詞。塊，團,柳州=huò;東莞=kau˧˨
嚴式,,吳,拖網,溫州=lai˧˩
嚴式,,吳,用竹篾編成的器具,寧波=za˨˩˧
嚴式,,官,（脾氣）怪,徐州=ʦ̕ɛ˥
嚴式,饎,官,把冷菜放到鍋裏短時間加熱,南通=ʦ ̕ɿ˨˩
嚴式,,吳,脹大裂開,上海=kuã
嚴式,,閩,①用米做的有餡食物；②生麵團,福州=ʦɛ˥;建甌=ʦɛ˥
嚴式,,閩,把炭火悶灭,福州=aiŋ˨˩˨
嚴式,,閩,水流冲擊，冲走,福州=t̕ɔyŋ˨˩˨
嚴式,䰘,贛,用綫絞面,南昌=ʨiɛu
嚴式,,客,指大木魚,于都=pɔ̃˧˩
嚴式,,官,奶～兒：母豬,四川=jie˨
嚴式,,吳,穿著破舊，樣子難看,溫州=tau˧
嚴式,,官,小腳女人用腳後跟走路,洛陽=niŋ˦˩˨
嚴式,,晉,支撐,太原=təŋ˦˥
嚴式,,吳,“咋會”的合音詞，怎么會,寧波=ʣɐɪ˨˦
嚴式,,晉,2 餄～：一種麵食,太原=lau˦˥
嚴式,,吳,假寐，不脫衣小睡,溫州=zɤu˧˩
嚴式,,官,將一塊布大針腳地縫在另一個東西上,牟平=lu˨˩˧
嚴式,,客,～子：細而長條形物體的單位,長汀=liɔ˨
嚴式,,吳,濕潤欲滴、因濕而黏在一起,上海=t ̕ᴀʔ˥
嚴式,贕,客,（蛋等）壞了,長汀=t ̕u˩
嚴式,,徽, 下村～：績溪地名，意為坑、低窪處,績溪=tõ˨˩˧;浮梁=taŋ˨˩˧;歙縣=t ̕ɑ˦˥
嚴式,欏,官,桲～墩子：叢生的櫟樹,牟平=•lou
嚴式,䴀,徽,鵝鴨雜交的一種禽類,歙縣=tan˥
嚴式,,吳,燒飯時摻些冷飯,寧波=ȵiã˨˩˧
嚴式,𠖫,"官,吳,客,粵,平,徽",①覆蓋，遮住，扣住；②蓋子；③蟹的頭胸甲或龜類的甲殼,牟平=k ̕an˨˩˧;蘇州=kø˥˩;溫州=kaŋ˧˥;長汀=kiem˧;廣州=k ̕ɐm˧˥，kan˧˥;東莞=k ̕ɐm˧˥;南寧=k ̕əm˧;績溪=kã˨˩˧;無錫=kø˥˨，kø˦˨，kəŋ˦
嚴式,䖃,吳,搖動,溫州=jia˨˩˨
嚴式,,吳,微雨；細雨,溫州=ʦ ̕ɿ˧
嚴式,㿩,吳,乳白色,溫州=duɔ˨˦
嚴式,,粵,用來除草、整壟的鐵鑄農具,東莞=pɔŋ˨˩˧
嚴式,,官,擠，往裏頭鑽,柳州=luã˦
嚴式,,官,①哄騙；②逗弄,柳州=lo
嚴式,,"贛,官,閩,吳,徽",①諷刺，奚落，頂撞；②批評，訓斥，責駡,宿松=ʦ ̕o˩˧;萬榮=·ʨ ̕yᴇ;建甌=ʦ ̕au˨˦;杭州=zoʔ˨;寧波=zɔʔ˩˨;上海=zoʔ˩˨;溫州=zo˨˩˨;蘇州=zoʔ˧;績溪=ʨ ̕yoʔ˧˨;瀏陽=ʦ ̕o˦
嚴式,,平,①扳，使固定的東西改變方向；②攀爬,南寧=man˥˧
嚴式,䶩,閩,齒不齐,福州=ʦɛ˧
嚴式,,"官,晉",黏糊，發黏,洛陽=lyan˦˩˨;太原=lye˦˥;神木=lyɛ˥˧;長治=uɑŋ˨˦
嚴式,,吳,①占便宜；②突出於周圍,溫州=t ̕aŋ˧
嚴式,,吳,①牙齒露出唇外；②舌頭伸出外面攪動,寧波=li˨˩˧
寬式,乞,客,表示被動：～水推下,連城=k ̕ai˧
寬式,,官,張開：～開嘴巴,南京=iɑ˧˩
寬式,丫,贛,2 ～田：給農田施河泥、糞便等有機肥料使之肥沃,瀏陽=ŋa˧
寬式,仄,吳,向一邊傾斜，不正：地圖掛得有點～葛,無錫=ʦəʔ˥
寬式,比,"官,吳",①並列構造的一排；②層次：物事要一～一～放好,南通=p ̕i˨˩˧;杭州=bi˨˩˧;寧波=bi˨˩˧;上海=bi˨˧;溫州=bei˧˩;嘉興=bi˧˩;無錫=bi˨˦
寬式,瓦,"官,吳",在原有的瓦房頂上再加瓦跟灰泥,南京=uɑ˩;無錫=ŋo˨˩˧，ŋu˨˩˧
寬式,夭,吳,折疊：衣裳～～好,無錫=iɐ，iæ˥˧，iɔ˦
寬式,介,"官,客",1 ①量詞：一～人；②大致相當於北京話的“的”： ～書｜好～,柳州=kæ˨˦;于都=kæ˨
寬式,介,客,2 表示程度相當高，相當於“很”,于都=kæ˨
寬式,勿,吳,不,寧波=vɐʔ˩˨
寬式,勼,"官,閩,粵",①收縮，蜷縮；②萎縮；③（平面的或分散的物體）聚攏：～（巴）,烏魯木齊=ʨiɤu˦;廈門=kiu˥;福州=kieu˥;廣州=k ̕ɐu˥˧
寬式,冘,粵,（蛇、蟲）緣物而上,廣州=iɐm˨˩
寬式,爿,"官,吳",①物體的部分；②量詞。片，張，個，用於商店、地面、村莊,南通=p ̕ã˧˥;金華=bɑ;寧波=bɛ˨˩˧;蘇州=bᴇ˩˧
寬式,夯,"官,吳",砸實地基用的工具,武漢=xaŋ˥;烏魯木齊=xɑŋ˦;蘭州=xɔŋ˥˧;丹陽=xɑŋ˧
寬式,凸,客,突出：肚～～,梅縣=t ̕iat˥
寬式,凹,吳,～子：刀刃豁口,嘉興=ʔɑʔ˥
寬式,㘝,"平,粵,客",①被拿走，偷走；②聚，斂，藏匿；③搛,南寧=nap˥;廣州=lap˧;梅縣=ŋiap˩
寬式,玍,"官,晉,吳",①過分挑剔；②悶熱的天氣；③調皮搗蛋：～渣子（多指青少年）；④脾氣不好；⑤使勁；用盡全力,萬榮=ka˥;武漢=ka˦˨;銀川=ka˥˧;長治=kɑ;應縣=ka;溫州=niɛ˩
寬式,仞,吳,兩臂左右伸開的長度：一～,寧波=zyŋ˦
寬式,肊,粵,嗝兒，呃,廣州=iek˥
寬式,尔,徽,你，第二人稱單數代詞,績溪=n˨˩˧;黟縣=n˥˧;屯溪=n˨˦;婺源=n˧˩
寬式,匄,吳,①使對方得到；②使對方遭受；③朝；向；對；④表示被動；⑤容許；⑥女子結婚,溫州=ha˦˨
寬式,尻,"閩,吳",臀部，屁股,雷州=ka˨˦;上海=ʨi˥
寬式,尕,官,1 ①在體積、面積、數量等方面不及一般的或不及比較的物件，跟“大”相對；②排行最末的，年輕的,烏魯木齊=ka˥˩;西寧=ka˨˦;銀川=ka˦;蘭州=ka˥˩
寬式,尕,官,2 錢：沒～,蘭州=ka˦
寬式,耒,贛,～草：除草,新干=loi˧˩
寬式,刓,官,剪裁方法，做衣服時剪成弧形或圓形,萬榮=uæ ˨˦̃
寬式,扞,閩,用手扶住,雷州=hua˨˦
寬式,扤,"贛,官,平,吳,粵,客",1 ①桌、椅等因不平而搖晃；②搖動；晃動；③拾，揀；④用身體摩擦某物；⑤坐在椅子上，椅子的兩個腿離地；⑧床、桌、椅等搖擺時發出的聲音,黎川=uəiʔ˥;南通=ŋɛʔ˥;南寧=ŋet˨˧;丹陽=ŋæʔ˥;寧波=ŋæʔ˥;蘇州=ŋəʔ˧;廣州=ŋɐt˨;梅縣=ŋat˥
寬式,扤,粵,2 ①顫動，抖動；②踮（腳）,廣州=ŋɐn˧
寬式,扢,"吳,粵,官",①夾住外拉；②鑷子；③刀鈍，臨時蹭幾下；④用手輕輕抚摸或拂拭,上海=ʨiɪʔ˥;蘇州=ʨiəʔ˥;廣州=hɔt˧;深州=xu˥˧;無錫=ʨiəʔ˥
寬式,扚,"官,吳,湘,粵,贛",①敲；②用兩個手指甲掐起或截斷；③用力拔、扯；④踢；⑤頓；⑥提起（重物），限於短暫的動作,武漢=ti˨˩˧;丹陽=tiʔ˧;寧波=tiɪʔ˥;上海=tiɪʔ;蘇州=tiəʔ˥;溫州=tei;婁底=tiɤ˦˨;廣州=tek˥;湯溪=tei˥;新干=tiaʔ˧
寬式,圮,粵,放～：豁出去,廣州=p ̕ɛ˨˧
寬式,芨,晉,集～：多年生叢狀草本植物，杆可做掃帚,應縣=ʨiɛʔ
寬式,朾,粵,乾～～：乾燥的樣子,廣州=ʦɐŋ˥˧
寬式,朴,粵,①布或紙多層粘起來的硬殼；②衬布；③裱糊使硬；④未長成的（小鵝）：鵝～；⑤宰好去掉內臟、頭、腳的（鷄、鴨）：鷄～,廣州=p ̕ɔk˧
寬式,夼,官,①山谷，兩山之間的大溝；②地名常用字,牟平=k ̕uɑŋ˨˩˧
寬式,尥,晉,～蹶子：騾馬等跳起來用後腿向後踢,太原=liau˦˥;盂縣=liɑu˥
寬式,曳,官,拉；牽引,銀川=ie˩˧
寬式,同,吳,攙合在一起：冷粥～下去一淘（一起）燒,無錫=doŋ˨˦
寬式,岋,粵,不穩、搖晃貌,廣州=ŋɐp˨
寬式,回,吳,把非賣品通融出售一點叫～,嘉興=ue˥˩
寬式,凼,"官,贛,吳,湘,平",①水池；②坑，小水坑；③量詞；④漚肥的坑,長沙=tõ˩;婁底=dɔŋ˩;新化=d ̕õ˨˩;韶山=daŋ˧˩;廣州=t̕ɐm˨˧;東莞=t ̕ɐm˩˧;貴陽=taŋ˨˦;南通=t ̕ʊ̃˧˥;萍乡=t ̕õ˩;南昌=t̕ɔŋ˩;黎川=hɔŋ˩˧;丹陽=tɑŋ˩;杭州=dɑŋ˩˧;溫州=taŋ˧˥;南寧=təm˨˦;寧遠=t ̕iaŋ˥˧;東安=duŋ˨˦
寬式,囝,"閩,徽",①孩子；②子女,福州=kiaŋ˧;雷州=kia˧˩;屯溪=ȵian˨˦;黟縣=ȵin˥˧;休宁=ȵiẽn˩˧
寬式,囡,"吳,徽",小女,金華=nɑ;寧波=nø˨˦;上海=nø˨˩;蘇州=nø˩˧;屯溪=lɛn˨˦;黟縣=nan˥˧;婺源=lɐin˩
寬式,伏,"閩,吳",①孵；②蹲坐,雷州=pu˨˦;上海=bu˨˧;溫州=bu˩;嘉興=bu;寧波=bu˦
寬式,伉,閩,我，單數第一人稱代詞,邵武=xaŋ˥
寬式,伊,"閩,吳",他、她、它，單數第三人稱代詞,廈門=iä;上海=ɦi˨˧
寬式,囟,官,一處長瘡，引起別處發炎紅腫,洛陽=ɕin˦˩˨
寬式,行,吳,1 搬移、送（比較雅的說法）：嫁妝阿曾～過去哉,無錫=ɦã˨˦，ɦã˩˧，hã˨˦
寬式,行,閩,2 行走,廈門=kia)Ä
寬式,𨑠,粵,足有毛病行路貌,廣州=ʦ ̕ek˥
寬式,汆,官,燒水用具,洛陽=ʦ ̕uan˧
寬式,,客,割斷,梅縣=p̕in˦
寬式,𠚹,"客,湘",～草：割草,深州=ʂa˧˩;婁底=sa˩˧
寬式,冱,"官,吳",①粘；凝住：嘴上～起油了！②寒冷,四川=fù;溫州=u˦˨
寬式,劥,粵,①有本事，聰明能幹；②酒醇；③煙味烈,廣州=k̕ɐŋ˧
寬式,吂,客,副詞。還沒，還不,梅縣=maŋ˩
寬式,灱,官,風吹，使水汽蒸發,銀川=xɔ˦
寬式,汙,平,小池塘：牛～凼,南寧=u˥˧
寬式,汏,"官,吳",①洗、刷；②在水溝、溪流旁邊用棒槌洗衣；③量詞。條、行、趟；④用在“格”“末”“哪”後頭，構成表示處所的代詞,南通=t ̕a˨˩˧;杭州=da˩˧;上海=dᴀ˨˧;溫州=da˧˩;蘇州=dɑ˧˩;金華=dɑ˨˦;寧波=da˦;無錫=dɐ˨˦，dæ˩˧，dɔ˨˦
寬式,,吳,心跳不正常或因驚慌而心悸,寧波=ɦiɪʔ˩˨
寬式,忔,粵,～失：不願,廣州=ŋɐt˥
寬式,𢖲,粵,愕愕～～：呆立、呆想貌,廣州=tɔk˨
寬式,忣,閩,悸動，惊悸,福州=ʦ ̕iaʔ˨˦
寬式,穵,吳,～腳：摳腳趾縫,嘉興=ʔuɑʔ˥
寬式,,官,用力,南通=ʦɛ̃˦˨
